cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,copper slag,metakaoline,fck
213.5,0,174.2,159.2,11.7,1043.6,771.9,3,0,0,15.61
194.7,0,100.5,170.2,7.5,998,901.8,3,0,0,12.18
251.4,0,118.3,192.9,5.8,1043.6,754.3,3,0,0,11.98
165,0,143.6,163.8,0,1005.6,900.9,14,0,0,16.88
165,128.5,132.1,175.1,8.1,1005.8,746.6,14,0,0,33.09
178,129.8,118.6,179.9,3.6,1007.3,746.8,14,0,0,34.24
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,0,0,31.81
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,0,0,29.75
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,0,0,33.01
167,75.4,167,164,7.9,1007.3,770.1,14,0,0,32.9
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,0,0,29.55
190.3,0,125.2,166.6,9.9,1079,798.9,14,0,0,19.42
250,0,95.7,191.8,5.3,948.9,857.2,14,0,0,24.66
213.5,0,174.2,159.2,11.7,1043.6,771.9,14,0,0,29.59
194.7,0,100.5,170.2,7.5,998,901.8,14,0,0,24.28
251.4,0,118.3,192.9,5.8,1043.6,754.3,14,0,0,20.73
165,0,143.6,163.8,0,1005.6,900.9,28,0,0,26.2
165,128.5,132.1,175.1,8.1,1005.8,746.6,28,0,0,46.39
178,129.8,118.6,179.9,3.6,1007.3,746.8,28,0,0,39.16
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,0,0,41.2
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,0,0,33.69
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,0,0,38.2
167,75.4,167,164,7.9,1007.3,770.1,28,0,0,41.41
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,0,0,37.81
190.3,0,125.2,166.6,9.9,1079,798.9,28,0,0,24.85
250,0,95.7,191.8,5.3,948.9,857.2,28,0,0,27.22
213.5,0,174.2,159.2,11.7,1043.6,771.9,28,0,0,44.64
194.7,0,100.5,170.2,7.5,998,901.8,28,0,0,37.27
251.4,0,118.3,192.9,5.8,1043.6,754.3,28,0,0,33.27
165,0,143.6,163.8,0,1005.6,900.9,56,0,0,36.56
165,128.5,132.1,175.1,8.1,1005.8,746.6,56,0,0,53.72
178,129.8,118.6,179.9,3.6,1007.3,746.8,56,0,0,48.59
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,0,0,51.72
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,0,0,35.85
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,0,0,53.77
167,75.4,167,164,7.9,1007.3,770.1,56,0,0,53.46
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,0,0,48.99
190.3,0,125.2,166.6,9.9,1079,798.9,56,0,0,31.72
250,0,95.7,191.8,5.3,948.9,857.2,56,0,0,39.64
213.5,0,174.2,159.2,11.7,1043.6,771.9,56,0,0,51.26
194.7,0,100.5,170.2,7.5,998,901.8,56,0,0,43.39
251.4,0,118.3,192.9,5.8,1043.6,754.3,56,0,0,39.27
165,0,143.6,163.8,0,1005.6,900.9,100,0,0,37.96
165,128.5,132.1,175.1,8.1,1005.8,746.6,100,0,0,55.02
178,129.8,118.6,179.9,3.6,1007.3,746.8,100,0,0,49.99
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,0,0,53.66
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,0,0,37.68
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,0,0,56.06
167,75.4,167,164,7.9,1007.3,770.1,100,0,0,56.81
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,0,0,50.94
190.3,0,125.2,166.6,9.9,1079,798.9,100,0,0,33.56
250,0,95.7,191.8,5.3,948.9,857.2,100,0,0,41.16
213.5,0,174.2,159.2,11.7,1043.6,771.9,100,0,0,52.96
194.7,0,100.5,170.2,7.5,998,901.8,100,0,0,44.28
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,0,0,40.15
446,24,79,162,11.6,967,712,28,0,0,57.03
446,24,79,162,11.6,967,712,28,0,0,44.42
446,24,79,162,11.6,967,712,28,0,0,51.02
446,24,79,162,10.3,967,712,28,0,0,53.39
446,24,79,162,11.6,967,712,3,0,0,35.36
446,24,79,162,11.6,967,712,3,0,0,25.02
446,24,79,162,11.6,967,712,3,0,0,23.35
446,24,79,162,11.6,967,712,7,0,0,52.01
446,24,79,162,11.6,967,712,7,0,0,38.02
446,24,79,162,11.6,967,712,7,0,0,39.3
446,24,79,162,11.6,967,712,56,0,0,61.07
446,24,79,162,11.6,967,712,56,0,0,56.14
446,24,79,162,11.6,967,712,56,0,0,55.25
446,24,79,162,10.3,967,712,56,0,0,54.77
387,20,94,157,14.3,938,845,28,0,0,50.24
387,20,94,157,13.9,938,845,28,0,0,46.68
387,20,94,157,11.6,938,845,28,0,0,46.68
387,20,94,157,14.3,938,845,3,0,0,22.75
387,20,94,157,13.9,938,845,3,0,0,25.51
387,20,94,157,11.6,938,845,3,0,0,34.77
387,20,94,157,14.3,938,845,7,0,0,36.84
387,20,94,157,13.9,938,845,7,0,0,45.9
387,20,94,157,11.6,938,845,7,0,0,41.67
387,20,94,157,14.3,938,845,56,0,0,56.34
387,20,94,157,13.9,938,845,56,0,0,47.97
387,20,94,157,11.6,938,845,56,0,0,61.46
355,19,97,145,13.1,967,871,28,0,0,44.03
355,19,97,145,12.3,967,871,28,0,0,55.45
491,26,123,210,3.9,882,699,28,0,0,55.55
491,26,123,201,3.9,822,699,28,0,0,57.92
491,26,123,210,3.9,882,699,3,0,0,25.61
491,26,123,210,3.9,882,699,7,0,0,33.49
491,26,123,210,3.9,882,699,56,0,0,59.59
491,26,123,201,3.9,822,699,3,0,0,29.55
491,26,123,201,3.9,822,699,7,0,0,37.92
491,26,123,201,3.9,822,699,56,0,0,61.86
424,22,132,178,8.5,822,750,28,0,0,62.05
424,22,132,178,8.5,882,750,3,0,0,32.01
424,22,132,168,8.9,822,750,28,0,0,72.1
424,22,132,178,8.5,822,750,7,0,0,39
424,22,132,178,8.5,822,750,56,0,0,65.7
424,22,132,168,8.9,822,750,3,0,0,32.11
424,22,132,168,8.9,822,750,7,0,0,40.29
424,22,132,168,8.9,822,750,56,0,0,74.36
202,11,141,206,1.7,942,801,28,0,0,21.97
202,11,141,206,1.7,942,801,3,0,0,9.85
202,11,141,206,1.7,942,801,7,0,0,15.07
202,11,141,206,1.7,942,801,56,0,0,23.25
284,15,141,179,5.5,842,801,28,0,0,43.73
284,15,141,179,5.5,842,801,3,0,0,13.4
284,15,141,179,5.5,842,801,7,0,0,24.13
284,15,141,179,5.5,842,801,56,0,0,44.52
359,19,141,154,10.9,942,801,28,0,0,62.94
359,19,141,154,10.9,942,801,28,0,0,59.49
359,19,141,154,10.9,942,801,3,0,0,25.12
359,19,141,154,10.9,942,801,3,0,0,23.64
359,19,141,154,10.9,942,801,7,0,0,35.75
359,19,141,154,10.9,942,801,7,0,0,38.61
359,19,141,154,10.9,942,801,56,0,0,68.75
359,19,141,154,10.9,942,801,56,0,0,66.78
436,0,0,218,0,838.4,719.7,28,0,0,23.85
289,0,0,192,0,913.2,895.3,90,0,0,32.07
289,0,0,192,0,913.2,895.3,3,0,0,11.65
393,0,0,192,0,940.6,785.6,3,0,0,19.2
393,0,0,192,0,940.6,785.6,90,0,0,48.85
393,0,0,192,0,940.6,785.6,28,0,0,39.6
480,0,0,192,0,936.2,712.2,28,0,0,43.94
480,0,0,192,0,936.2,712.2,7,0,0,34.57
480,0,0,192,0,936.2,712.2,90,0,0,54.32
480,0,0,192,0,936.2,712.2,3,0,0,24.4
333,0,0,192,0,931.2,842.6,3,0,0,15.62
255,0,0,192,0,889.8,945,90,0,0,21.86
255,0,0,192,0,889.8,945,7,0,0,10.22
289,0,0,192,0,913.2,895.3,7,0,0,14.6
255,0,0,192,0,889.8,945,28,0,0,18.75
333,0,0,192,0,931.2,842.6,28,0,0,31.97
333,0,0,192,0,931.2,842.6,7,0,0,23.4
289,0,0,192,0,913.2,895.3,28,0,0,25.57
333,0,0,192,0,931.2,842.6,90,0,0,41.68
393,0,0,192,0,940.6,785.6,7,0,0,27.74
255,0,0,192,0,889.8,945,3,0,0,8.2
158.8,238.2,0,185.7,0,1040.6,734.3,7,0,0,9.62
239.6,359.4,0,185.7,0,941.6,664.3,7,0,0,25.42
238.2,158.8,0,185.7,0,1040.6,734.3,7,0,0,15.69
181.9,272.8,0,185.7,0,1012.4,714.3,28,0,0,27.94
193.5,290.2,0,185.7,0,998.2,704.3,28,0,0,32.63
255.5,170.3,0,185.7,0,1026.6,724.3,7,0,0,17.24
272.8,181.9,0,185.7,0,1012.4,714.3,7,0,0,19.77
239.6,359.4,0,185.7,0,941.6,664.3,28,0,0,39.44
220.8,147.2,0,185.7,0,1055,744.3,28,0,0,25.75
397,0,0,185.7,0,1040.6,734.3,28,0,0,33.08
382.5,0,0,185.7,0,1047.8,739.3,7,0,0,24.07
210.7,316.1,0,185.7,0,977,689.3,7,0,0,21.82
158.8,238.2,0,185.7,0,1040.6,734.3,28,0,0,21.07
295.8,0,0,185.7,0,1091.4,769.3,7,0,0,14.84
255.5,170.3,0,185.7,0,1026.6,724.3,28,0,0,32.05
203.5,135.7,0,185.7,0,1076.2,759.3,7,0,0,11.96
397,0,0,185.7,0,1040.6,734.3,7,0,0,25.45
381.4,0,0,185.7,0,1104.6,784.3,28,0,0,22.49
295.8,0,0,185.7,0,1091.4,769.3,28,0,0,25.22
228,342.1,0,185.7,0,955.8,674.3,28,0,0,39.7
220.8,147.2,0,185.7,0,1055,744.3,7,0,0,13.09
316.1,210.7,0,185.7,0,977,689.3,28,0,0,38.7
135.7,203.5,0,185.7,0,1076.2,759.3,7,0,0,7.51
238.1,0,0,185.7,0,1118.8,789.3,28,0,0,17.58
339.2,0,0,185.7,0,1069.2,754.3,7,0,0,21.18
135.7,203.5,0,185.7,0,1076.2,759.3,28,0,0,18.2
193.5,290.2,0,185.7,0,998.2,704.3,7,0,0,17.2
203.5,135.7,0,185.7,0,1076.2,759.3,28,0,0,22.63
290.2,193.5,0,185.7,0,998.2,704.3,7,0,0,21.86
181.9,272.8,0,185.7,0,1012.4,714.3,7,0,0,12.37
170.3,155.5,0,185.7,0,1026.6,724.3,28,0,0,25.73
210.7,316.1,0,185.7,0,977,689.3,28,0,0,37.81
228,342.1,0,185.7,0,955.8,674.3,7,0,0,21.92
290.2,193.5,0,185.7,0,998.2,704.3,28,0,0,33.04
381.4,0,0,185.7,0,1104.6,784.3,7,0,0,14.54
238.2,158.8,0,185.7,0,1040.6,734.3,28,0,0,26.91
186.2,124.1,0,185.7,0,1083.4,764.3,7,0,0,8
339.2,0,0,185.7,0,1069.2,754.3,28,0,0,31.9
238.1,0,0,185.7,0,1118.8,789.3,7,0,0,10.34
252.5,0,0,185.7,0,1111.6,784.3,28,0,0,19.77
382.5,0,0,185.7,0,1047.8,739.3,28,0,0,37.44
252.5,0,0,185.7,0,1111.6,784.3,7,0,0,11.48
316.1,210.7,0,185.7,0,977,689.3,7,0,0,24.44
186.2,124.1,0,185.7,0,1083.4,764.3,28,0,0,17.6
170.3,155.5,0,185.7,0,1026.6,724.3,7,0,0,10.73
272.8,181.9,0,185.7,0,1012.4,714.3,28,0,0,31.38
339,0,0,197,0,968,781,3,0,0,13.22
339,0,0,197,0,968,781,7,0,0,20.97
339,0,0,197,0,968,781,14,0,0,27.04
339,0,0,197,0,968,781,28,0,0,32.04
339,0,0,197,0,968,781,90,0,0,35.17
339,0,0,197,0,968,781,180,0,0,36.45
339,0,0,197,0,968,781,365,0,0,38.89
236,0,0,194,0,968,885,3,0,0,6.47
236,0,0,194,0,968,885,14,0,0,12.84
236,0,0,194,0,968,885,28,0,0,18.42
236,0,0,194,0,968,885,90,0,0,21.95
236,0,0,193,0,968,885,180,0,0,24.1
236,0,0,193,0,968,885,365,0,0,25.08
277,0,0,191,0,968,856,14,0,0,21.26
277,0,0,191,0,968,856,28,0,0,25.97
277,0,0,191,0,968,856,3,0,0,11.36
277,0,0,191,0,968,856,90,0,0,31.25
277,0,0,191,0,968,856,180,0,0,32.33
277,0,0,191,0,968,856,360,0,0,33.7
254,0,0,198,0,968,863,3,0,0,9.31
254,0,0,198,0,968,863,90,0,0,26.94
254,0,0,198,0,968,863,180,0,0,27.63
254,0,0,198,0,968,863,365,0,0,29.79
307,0,0,193,0,968,812,180,0,0,34.49
307,0,0,193,0,968,812,365,0,0,36.15
307,0,0,193,0,968,812,3,0,0,12.54
307,0,0,193,0,968,812,28,0,0,27.53
307,0,0,193,0,968,812,90,0,0,32.92
236,0,0,193,0,968,885,7,0,0,9.99
200,0,0,180,0,1125,845,7,0,0,7.84
200,0,0,180,0,1125,845,28,0,0,12.25
225,0,0,181,0,1113,833,7,0,0,11.17
225,0,0,181,0,1113,833,28,0,0,17.34
325,0,0,184,0,1063,783,7,0,0,17.54
325,0,0,184,0,1063,783,28,0,0,30.57
275,0,0,183,0,1088,808,7,0,0,14.2
275,0,0,183,0,1088,808,28,0,0,24.5
300,0,0,184,0,1075,795,7,0,0,15.58
300,0,0,184,0,1075,795,28,0,0,26.85
375,0,0,186,0,1038,758,7,0,0,26.06
375,0,0,186,0,1038,758,28,0,0,38.21
400,0,0,187,0,1025,745,28,0,0,43.7
400,0,0,187,0,1025,745,7,0,0,30.14
250,0,0,182,0,1100,820,7,0,0,12.73
250,0,0,182,0,1100,820,28,0,0,20.87
350,0,0,186,0,1050,770,7,0,0,20.28
350,0,0,186,0,1050,770,28,0,0,34.29
203.5,305.3,0,203.5,0,963.4,630,7,0,0,19.54
250.2,166.8,0,203.5,0,977.6,694.1,90,0,0,47.71
157,236,0,192,0,935.4,781.2,90,0,0,43.38
141.3,212,0,203.5,0,971.8,748.5,28,0,0,29.89
166.8,250.2,0,203.5,0,975.6,692.6,3,0,0,6.9
122.6,183.9,0,203.5,0,958.2,800.1,90,0,0,33.19
183.9,122.6,0,203.5,0,959.2,800,3,0,0,4.9
102,153,0,192,0,887,942,3,0,0,4.57
102,153,0,192,0,887,942,90,0,0,25.46
122.6,183.9,0,203.5,0,958.2,800.1,28,0,0,24.29
166.8,250.2,0,203.5,0,975.6,692.6,28,0,0,33.95
200,133,0,192,0,965.4,806.2,3,0,0,11.41
108.3,162.4,0,203.5,0,938.2,849,28,0,0,20.59
305.3,203.5,0,203.5,0,965.4,631,7,0,0,25.89
108.3,162.4,0,203.5,0,938.2,849,90,0,0,29.23
116,173,0,192,0,909.8,891.9,90,0,0,31.02
141.3,212,0,203.5,0,971.8,748.5,7,0,0,10.39
157,236,0,192,0,935.4,781.2,28,0,0,33.66
133,200,0,192,0,927.4,839.2,28,0,0,27.87
250.2,166.8,0,203.5,0,977.6,694.1,7,0,0,19.35
173,116,0,192,0,946.8,856.8,7,0,0,11.39
192,288,0,192,0,929.8,716.1,3,0,0,12.79
192,288,0,192,0,929.8,716.1,28,0,0,39.32
153,102,0,192,0,888,943.1,3,0,0,4.78
288,192,0,192,0,932,717.8,3,0,0,16.11
305.3,203.5,0,203.5,0,965.4,631,28,0,0,43.38
236,157,0,192,0,972.6,749.1,7,0,0,20.42
173,116,0,192,0,946.8,856.8,3,0,0,6.94
212,141.3,0,203.5,0,973.4,750,7,0,0,15.03
236,157,0,192,0,972.6,749.1,3,0,0,13.57
183.9,122.6,0,203.5,0,959.2,800,90,0,0,32.53
166.8,250.2,0,203.5,0,975.6,692.6,7,0,0,15.75
102,153,0,192,0,887,942,7,0,0,7.68
288,192,0,192,0,932,717.8,28,0,0,38.8
212,141.3,0,203.5,0,973.4,750,28,0,0,33
102,153,0,192,0,887,942,28,0,0,17.28
173,116,0,192,0,946.8,856.8,28,0,0,24.28
183.9,122.6,0,203.5,0,959.2,800,28,0,0,24.05
133,200,0,192,0,927.4,839.2,90,0,0,36.59
192,288,0,192,0,929.8,716.1,90,0,0,50.73
133,200,0,192,0,927.4,839.2,7,0,0,13.66
305.3,203.5,0,203.5,0,965.4,631,3,0,0,14.14
236,157,0,192,0,972.6,749.1,90,0,0,47.78
108.3,162.4,0,203.5,0,938.2,849,3,0,0,2.33
157,236,0,192,0,935.4,781.2,7,0,0,16.89
288,192,0,192,0,932,717.8,7,0,0,23.52
212,141.3,0,203.5,0,973.4,750,3,0,0,6.81
212,141.3,0,203.5,0,973.4,750,90,0,0,39.7
153,102,0,192,0,888,943.1,28,0,0,17.96
236,157,0,192,0,972.6,749.1,28,0,0,32.88
116,173,0,192,0,909.8,891.9,28,0,0,22.35
183.9,122.6,0,203.5,0,959.2,800,7,0,0,10.79
108.3,162.4,0,203.5,0,938.2,849,7,0,0,7.72
203.5,305.3,0,203.5,0,963.4,630,28,0,0,41.68
203.5,305.3,0,203.5,0,963.4,630,3,0,0,9.56
133,200,0,192,0,927.4,839.2,3,0,0,6.88
288,192,0,192,0,932,717.8,90,0,0,50.53
200,133,0,192,0,965.4,806.2,7,0,0,17.17
200,133,0,192,0,965.4,806.2,28,0,0,30.44
250.2,166.8,0,203.5,0,977.6,694.1,3,0,0,9.73
122.6,183.9,0,203.5,0,958.2,800.1,3,0,0,3.32
153,102,0,192,0,888,943.1,90,0,0,26.32
200,133,0,192,0,965.4,806.2,90,0,0,43.25
116,173,0,192,0,909.8,891.9,3,0,0,6.28
173,116,0,192,0,946.8,856.8,90,0,0,32.1
250.2,166.8,0,203.5,0,977.6,694.1,28,0,0,36.96
305.3,203.5,0,203.5,0,965.4,631,90,0,0,54.6
192,288,0,192,0,929.8,716.1,7,0,0,21.48
157,236,0,192,0,935.4,781.2,3,0,0,9.69
153,102,0,192,0,888,943.1,7,0,0,8.37
141.3,212,0,203.5,0,971.8,748.5,90,0,0,39.66
116,173,0,192,0,909.8,891.9,7,0,0,10.09
141.3,212,0,203.5,0,971.8,748.5,3,0,0,4.83
122.6,183.9,0,203.5,0,958.2,800.1,7,0,0,10.35
166.8,250.2,0,203.5,0,975.6,692.6,90,0,0,43.57
203.5,305.3,0,203.5,0,963.4,630,90,0,0,51.86
310,0,0,192,0,1012,830,3,0,0,11.85
310,0,0,192,0,1012,830,7,0,0,17.24
310,0,0,192,0,1012,830,28,0,0,27.83
310,0,0,192,0,1012,830,90,0,0,35.76
310,0,0,192,0,1012,830,120,0,0,38.7
331,0,0,192,0,1025,821,3,0,0,14.31
331,0,0,192,0,1025,821,7,0,0,17.44
331,0,0,192,0,1025,821,28,0,0,31.74
331,0,0,192,0,1025,821,90,0,0,37.91
331,0,0,192,0,1025,821,120,0,0,39.38
349,0,0,192,0,1056,809,3,0,0,15.87
349,0,0,192,0,1056,809,7,0,0,9.01
349,0,0,192,0,1056,809,28,0,0,33.61
349,0,0,192,0,1056,809,90,0,0,40.66
349,0,0,192,0,1056,809,120,0,0,40.86
238,0,0,186,0,1119,789,7,0,0,12.05
238,0,0,186,0,1119,789,28,0,0,17.54
296,0,0,186,0,1090,769,7,0,0,18.91
296,0,0,186,0,1090,769,28,0,0,25.18
297,0,0,186,0,1040,734,7,0,0,30.96
480,0,0,192,0,936,721,28,0,0,43.89
480,0,0,192,0,936,721,90,0,0,54.28
397,0,0,186,0,1040,734,28,0,0,36.94
281,0,0,186,0,1104,774,7,0,0,14.5
281,0,0,185,0,1104,774,28,0,0,22.44
500,0,0,200,0,1125,613,1,0,0,12.64
500,0,0,200,0,1125,613,3,0,0,26.06
500,0,0,200,0,1125,613,7,0,0,33.21
500,0,0,200,0,1125,613,14,0,0,36.94
500,0,0,200,0,1125,613,28,0,0,44.09
540,0,0,173,0,1125,613,7,0,0,52.61
540,0,0,173,0,1125,613,14,0,0,59.76
540,0,0,173,0,1125,613,28,0,0,67.31
540,0,0,173,0,1125,613,90,0,0,69.66
540,0,0,173,0,1125,613,180,0,0,71.62
540,0,0,173,0,1125,613,270,0,0,74.17
350,0,0,203,0,974,775,7,0,0,18.13
350,0,0,203,0,974,775,14,0,0,22.53
350,0,0,203,0,974,775,28,0,0,27.34
350,0,0,203,0,974,775,56,0,0,29.98
350,0,0,203,0,974,775,90,0,0,31.35
350,0,0,203,0,974,775,180,0,0,32.72
385,0,0,186,0,966,763,1,0,0,6.27
385,0,0,186,0,966,763,3,0,0,14.7
385,0,0,186,0,966,763,7,0,0,23.22
385,0,0,186,0,966,763,14,0,0,27.92
385,0,0,186,0,966,763,28,0,0,31.35
331,0,0,192,0,978,825,180,0,0,39
331,0,0,192,0,978,825,360,0,0,41.24
349,0,0,192,0,1047,806,3,0,0,14.99
331,0,0,192,0,978,825,3,0,0,13.52
382,0,0,186,0,1047,739,7,0,0,24
382,0,0,186,0,1047,739,28,0,0,37.42
382,0,0,186,0,1111,784,7,0,0,11.47
281,0,0,186,0,1104,774,28,0,0,22.44
339,0,0,185,0,1069,754,7,0,0,21.16
339,0,0,185,0,1069,754,28,0,0,31.84
295,0,0,185,0,1069,769,7,0,0,14.8
295,0,0,185,0,1069,769,28,0,0,25.18
238,0,0,185,0,1118,789,28,0,0,17.54
296,0,0,192,0,1085,765,7,0,0,14.2
296,0,0,192,0,1085,765,28,0,0,21.65
296,0,0,192,0,1085,765,90,0,0,29.39
331,0,0,192,0,879,825,3,0,0,13.52
331,0,0,192,0,978,825,7,0,0,16.26
331,0,0,192,0,978,825,28,0,0,31.45
331,0,0,192,0,978,825,90,0,0,37.23
349,0,0,192,0,1047,806,7,0,0,18.13
349,0,0,192,0,1047,806,28,0,0,32.72
349,0,0,192,0,1047,806,90,0,0,39.49
349,0,0,192,0,1047,806,180,0,0,41.05
349,0,0,192,0,1047,806,360,0,0,42.13
302,0,0,203,0,974,817,14,0,0,18.13
302,0,0,203,0,974,817,180,0,0,26.74
525,0,0,189,0,1125,613,180,0,0,61.92
500,0,0,200,0,1125,613,90,0,0,47.22
500,0,0,200,0,1125,613,180,0,0,51.04
500,0,0,200,0,1125,613,270,0,0,55.16
540,0,0,173,0,1125,613,3,0,0,41.64
252,0,0,185,0,1111,784,7,0,0,13.71
252,0,0,185,0,1111,784,28,0,0,19.69
339,0,0,185,0,1060,754,28,0,0,31.65
393,0,0,192,0,940,758,3,0,0,19.11
393,0,0,192,0,940,758,28,0,0,39.58
393,0,0,192,0,940,758,90,0,0,48.79
382,0,0,185,0,1047,739,7,0,0,24
382,0,0,185,0,1047,739,28,0,0,37.42
252,0,0,186,0,1111,784,7,0,0,11.47
252,0,0,185,0,1111,784,28,0,0,19.69
310,0,0,192,0,970,850,7,0,0,14.99
310,0,0,192,0,970,850,28,0,0,27.92
310,0,0,192,0,970,850,90,0,0,34.68
310,0,0,192,0,970,850,180,0,0,37.33
310,0,0,192,0,970,850,360,0,0,38.11
525,0,0,189,0,1125,613,3,0,0,33.8
525,0,0,189,0,1125,613,7,0,0,42.42
525,0,0,189,0,1125,613,14,0,0,48.4
525,0,0,189,0,1125,613,28,0,0,55.94
525,0,0,189,0,1125,613,90,0,0,58.78
525,0,0,189,0,1125,613,270,0,0,67.11
322,0,0,203,0,974,800,14,0,0,20.77
322,0,0,203,0,974,800,28,0,0,25.18
322,0,0,203,0,974,800,180,0,0,29.59
302,0,0,203,0,974,817,28,0,0,21.75
397,0,0,185,0,1040,734,28,0,0,39.09
480,0,0,192,0,936,721,3,0,0,24.39
522,0,0,146,0,896,896,7,0,0,50.51
522,0,0,146,0,896,896,28,0,0,74.99
273,105,82,210,9,904,680,28,0,0,37.17
162,190,148,179,19,838,741,28,0,0,33.76
154,144,112,220,10,923,658,28,0,0,16.5
147,115,89,202,9,860,829,28,0,0,19.99
152,178,139,168,18,944,695,28,0,0,36.35
310,143,111,168,22,914,651,28,0,0,33.69
144,0,175,158,18,943,844,28,0,0,15.42
304,140,0,214,6,895,722,28,0,0,33.42
374,0,0,190,7,1013,730,28,0,0,39.05
159,149,116,175,15,953,720,28,0,0,27.68
153,239,0,200,6,1002,684,28,0,0,26.86
310,143,0,168,10,914,804,28,0,0,45.3
305,0,100,196,10,959,705,28,0,0,30.12
151,0,184,167,12,991,772,28,0,0,15.57
142,167,130,174,11,883,785,28,0,0,44.61
298,137,107,201,6,878,655,28,0,0,53.52
321,164,0,190,5,870,774,28,0,0,57.21
366,187,0,191,7,824,757,28,0,0,65.91
280,129,100,172,9,825,805,28,0,0,52.82
252,97,76,194,8,835,821,28,0,0,33.4
165,0,150,182,12,1023,729,28,0,0,18.03
156,243,0,180,11,1022,698,28,0,0,37.36
160,188,146,203,11,829,710,28,0,0,32.84
298,0,107,186,6,879,815,28,0,0,42.64
318,0,126,210,6,861,737,28,0,0,40.06
287,121,94,188,9,904,696,28,0,0,41.94
326,166,0,174,9,882,790,28,0,0,61.23
356,0,142,193,11,801,778,28,0,0,40.87
132,207,161,179,5,867,736,28,0,0,33.3
322,149,0,186,8,951,709,28,0,0,52.42
164,0,200,181,13,849,846,28,0,0,15.09
314,0,113,170,10,925,783,28,0,0,38.46
321,0,128,182,11,870,780,28,0,0,37.26
140,164,128,237,6,869,656,28,0,0,35.23
288,121,0,177,7,908,829,28,0,0,42.13
298,0,107,210,11,880,744,28,0,0,31.87
265,111,86,195,6,833,790,28,0,0,41.54
160,250,0,168,12,1049,688,28,0,0,39.45
166,260,0,183,13,859,827,28,0,0,37.91
276,116,90,180,9,870,768,28,0,0,44.28
322,0,116,196,10,818,813,28,0,0,31.18
149,139,109,193,6,892,780,28,0,0,23.69
159,187,0,176,11,990,789,28,0,0,32.76
261,100,78,201,9,864,761,28,0,0,32.4
237,92,71,247,6,853,695,28,0,0,28.63
313,0,113,178,8,1002,689,28,0,0,36.8
155,183,0,193,9,1047,697,28,0,0,18.28
146,230,0,202,3,827,872,28,0,0,33.06
296,0,107,221,11,819,778,28,0,0,31.42
133,210,0,196,3,949,795,28,0,0,31.03
313,145,0,178,8,867,824,28,0,0,44.39
152,0,112,184,8,992,816,28,0,0,12.18
153,145,113,178,8,1002,689,28,0,0,25.56
140,133,103,200,7,916,753,28,0,0,36.44
149,236,0,176,13,847,893,28,0,0,32.96
300,0,120,212,10,878,728,28,0,0,23.84
153,145,113,178,8,867,824,28,0,0,26.23
148,0,137,158,16,1002,830,28,0,0,17.95
326,0,138,199,11,801,792,28,0,0,40.68
153,145,0,178,8,1000,822,28,0,0,19.01
262,111,86,195,5,895,733,28,0,0,33.72
158,0,195,220,11,898,713,28,0,0,8.54
151,0,185,167,16,1074,678,28,0,0,13.46
273,0,90,199,11,931,762,28,0,0,32.24
149,118,92,183,7,953,780,28,0,0,23.52
143,169,143,191,8,967,643,28,0,0,29.72
260,101,78,171,10,936,763,28,0,0,49.77
313,161,0,178,10,917,759,28,0,0,52.44
284,120,0,168,7,970,794,28,0,0,40.93
336,0,0,182,3,986,817,28,0,0,44.86
145,0,134,181,11,979,812,28,0,0,13.2
150,237,0,174,12,1069,675,28,0,0,37.43
144,170,133,192,8,814,805,28,0,0,29.87
331,170,0,195,8,811,802,28,0,0,56.61
155,0,143,193,9,1047,697,28,0,0,12.46
155,183,0,193,9,877,868,28,0,0,23.79
135,0,166,180,10,961,805,28,0,0,13.29
266,112,87,178,10,910,745,28,0,0,39.42
314,145,113,179,8,869,690,28,0,0,46.23
313,145,0,127,8,1000,822,28,0,0,44.52
146,173,0,182,3,986,817,28,0,0,23.74
144,136,106,178,7,941,774,28,0,0,26.14
148,0,182,181,15,839,884,28,0,0,15.52
277,117,91,191,7,946,666,28,0,0,43.57
298,0,107,164,13,953,784,28,0,0,35.86
313,145,0,178,8,1002,689,28,0,0,41.05
155,184,143,194,9,880,699,28,0,0,28.99
289,134,0,195,6,924,760,28,0,0,46.24
148,175,0,171,2,1000,828,28,0,0,26.92
145,0,179,202,8,824,869,28,0,0,10.54
